"Name","CAS","TotalnPub","AD","FTD","HD","MND","MS","PD","relisyr_list","MNDLogic","longlist","drugScreenLib","astrocyteMCB","MCBPositiveHit","proteinAggregation","WGCNApredictions","CNSPenetrance","p_CNSPenetrance","BNF"
"drug-2680","1285-62-4",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.401582766091451,FALSE
"drug-2681","27-24-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.549123831093311,FALSE
"drug-2682","28-94-9",3,2,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.855870767496526,FALSE
"drug-2683","72149-64-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.135714187752455,FALSE
"drug-2684","74-76-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.326328790513799,FALSE
"drug-2685","8694-91-7",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.901112390449271,FALSE
"drug-2686","69578-31-1",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.328985084081069,FALSE
"drug-2687","54-19-7",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.385601464891806,FALSE
"drug-2688","39752-14-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.334515363909304,FALSE
"drug-2689","92-34-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.294423299608752,FALSE
"drug-2690","7291-59-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.225661930628121,FALSE
"drug-2691","76-39-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.806078255642205,FALSE
"drug-2692","4527-49-6",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.917379384394735,FALSE
"drug-2693","182-25-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.438500261632726,FALSE
"drug-2694","265-38-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0637511988170445,FALSE
"drug-2695","52179-97-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.210562717635185,FALSE
"drug-2696","8734-25-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.698853026144207,FALSE
"drug-2697","69-83-6",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.461390913231298,FALSE
"drug-2698","375-12-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0150058821309358,FALSE
"drug-2699","24-45-6",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.696073361672461,FALSE
"drug-2700","965-51-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.936105036176741,FALSE
"drug-2701","4298-64-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.620037791319191,FALSE
"drug-2702","53-38-4",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.654739130521193,FALSE
"drug-2703","87-23-7",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.402732434682548,FALSE
"drug-2704","17546-91-6",1,0,0,0,0,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.252213698578998,FALSE
"drug-2705","165-24-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.327179233776405,FALSE
"drug-2706","71932-34-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.417732090922073,FALSE
"drug-2707","1973-21-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.286764301359653,FALSE
"drug-2708","45786-49-8",4,0,0,0,1,2,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.702484133886173,FALSE
"drug-2709","5843-81-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.664907155092806,FALSE
"drug-2710","32-35-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.773401764221489,FALSE
"drug-2711","18632-13-5",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.619365565711632,FALSE
"drug-2712","45-53-4",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0753588096704334,FALSE
"drug-2713","786-39-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.894602343440056,FALSE
"drug-2714","98137-69-1",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.623930438421667,FALSE
"drug-2715","25-59-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.577222803840414,FALSE
"drug-2716","67491-56-5",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.712488348595798,FALSE
"drug-2717","57612-52-5",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.785970389842987,FALSE
"drug-2718","89-76-6",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.206497174920514,FALSE
"drug-2719","984-78-5",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.830508184153587,FALSE
"drug-2720","48365-24-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.547644255682826,FALSE
"drug-2721","6729-84-3",13,13,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.959991603856906,FALSE
"drug-2722","395-24-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.275250074919313,FALSE
"drug-2723","7194-73-7",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.497961853630841,FALSE
"drug-2724","6173-57-7",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.283004279714078,FALSE
"drug-2725","87352-79-2",1,0,0,0,0,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.118796869879588,FALSE
"drug-2726","319-15-3",1,0,0,0,0,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.25521728862077,FALSE
"drug-2727","9673-86-4",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.038639691658318,FALSE
"drug-2728","271-67-5",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.916149589698762,FALSE
"drug-2729","1852-29-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.4146993085742,FALSE
"drug-2730","712-35-1",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.4758517711889,FALSE
"drug-2731","9281-54-7",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.588156710145995,FALSE
"drug-2732","613-93-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.624056443804875,FALSE
"drug-2733","865-35-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.229786363663152,FALSE
"drug-2734","8249-45-7",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.690099531318992,FALSE
"drug-2735","9561-86-4",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.102500043576583,FALSE
"drug-2736","58-23-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.714247231837362,FALSE
"drug-2737","19-84-7",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.571371283847839,FALSE
"drug-2738","32-47-1",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.670089324237779,FALSE
"drug-2739","74358-68-5",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.397379173198715,FALSE
"drug-2740","8352-54-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.756909242365509,FALSE
"drug-2741","48391-38-6",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.68724522460252,FALSE
"drug-2742","2896-31-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.253428388154134,FALSE
"drug-2743","61-67-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.528504986083135,FALSE
"drug-2744","1534-14-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.724562435643747,FALSE
"drug-2745","785-89-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.17087277630344,FALSE
"drug-2746","64297-47-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.490335657028481,FALSE
"drug-2747","395-78-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.950195222394541,FALSE
"drug-2748","46591-81-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.0675943337846547,FALSE
"drug-2749","5421-84-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.93782932520844,FALSE
"drug-2750","428-41-6",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.235462805721909,FALSE
"drug-2751","836-18-5",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.663530718535185,FALSE
"drug-2752","46739-73-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.264176827389747,FALSE
"drug-2753","817-98-8",14,0,0,0,0,0,14,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.22908686590381,FALSE
"drug-2754","319-84-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.47062831488438,FALSE
"drug-2755","84-31-4",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.32472716178745,FALSE
"drug-2756","325-72-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0390469601843506,FALSE
"drug-2757","4621-57-1",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.683527651242912,FALSE
"drug-2758","98-65-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.210365053266287,FALSE
"drug-2759","392-68-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.236903570359573,FALSE
"drug-2760","7849-86-4",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.392636310076341,FALSE
"drug-2761","4356-51-5",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.119169758167118,FALSE
"drug-2762","5981-17-1",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.841147599741817,FALSE
"drug-2763","93-48-4",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.31941191572696,FALSE
"drug-2764","758-78-5",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.243502794066444,FALSE
"drug-2765","8461-96-1",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.218676730059087,FALSE
"drug-2766","28563-57-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.59401967888698,FALSE
"drug-2767","86724-26-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.944068371318281,FALSE
"drug-2768","3451-37-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.800578526919708,FALSE
"drug-2769","69-58-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.13465048908256,FALSE
"drug-2770","6523-15-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.858243061928079,FALSE
"drug-2771","14-32-4",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.489842226961628,FALSE
"drug-2772","52386-17-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.793112347368151,FALSE
"drug-2773","98364-96-7",1,0,0,0,1,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.532419792609289,FALSE
"drug-2774","298-27-4",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.18942657392472,FALSE
"drug-2775","52769-25-1",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.221305718179792,FALSE
"drug-2776","52947-41-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0387285503093153,FALSE
"drug-2777","72458-27-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0294313293416053,FALSE
"drug-2778","17-39-5",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.559077201643959,FALSE
"drug-2779","1735-36-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.56974892038852,FALSE
"drug-2780","58-36-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.487720614764839,FALSE
"drug-2781","59742-81-4",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.323961015092209,FALSE
"drug-2782","46-17-6",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.679330899612978,FALSE
"drug-2783","45871-94-5",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.997721951222047,FALSE
"drug-2784","4652-68-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.347339338855818,FALSE
"drug-2785","64-32-1",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.118629183853045,FALSE
"drug-2786","9684-82-7",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.281242129160091,FALSE
"drug-2787","289-61-4",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0524887705687433,FALSE
"drug-2788","375-98-6",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.165800570510328,FALSE
"drug-2789","24975-85-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.494351625209674,FALSE
"drug-2790","16429-86-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.881263369461522,FALSE
"drug-2791","67-13-6",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.290167947066948,FALSE
"drug-2792","63-15-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.235788888297975,FALSE
"drug-2793","186-14-4",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.572030092589557,FALSE
"drug-2794","89-26-6",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.252289188792929,FALSE
"drug-2795","89-83-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.232561567565426,FALSE
"drug-2796","1856-54-6",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.971756650600582,FALSE
"drug-2797","85-69-7",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.297144441865385,FALSE
"drug-2798","63-93-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.200358767528087,FALSE
"drug-2799","65341-52-7",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.105484538245946,FALSE
"drug-2800","925-89-6",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0421186585444957,FALSE
"drug-2801","8519-21-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.116255737142637,FALSE
"drug-2802","3976-92-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.685041994787753,FALSE
"drug-2803","57-17-6",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.301939461147413,FALSE
"drug-2804","8517-23-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0692994093988091,FALSE
"drug-2805","123-69-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.456899320241064,FALSE
"drug-2806","89416-14-4",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.834249154664576,FALSE
"drug-2807","93865-19-6",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.243931352393702,FALSE
"drug-2808","2893-98-1",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.662715574260801,FALSE
"drug-2809","24857-51-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.544979671714827,FALSE
"drug-2810","2731-73-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.568691259715706,FALSE
"drug-2811","85137-73-1",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.413873109268025,FALSE
"drug-2812","7659-43-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.124442685395479,FALSE
"drug-2813","674-57-5",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.100573655450717,FALSE
"drug-2814","253-86-5",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.76431858446449,FALSE
"drug-2815","751-81-5",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.525557397864759,FALSE
"drug-2816","46-95-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.585484356153756,FALSE
"drug-2817","942-24-7",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.834802600555122,FALSE
"drug-2818","36-43-1",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.292030861368403,FALSE
"drug-2819","578-52-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.776148377219215,FALSE
"drug-2820","9735-79-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.104108885629103,FALSE
"drug-2821","53-64-7",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.583240281557664,FALSE
"drug-2822","7198-15-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.558500477811322,FALSE
"drug-2823","764-86-5",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.853900364367291,FALSE
"drug-2824","68-83-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.748600230552256,FALSE
"drug-2825","672-43-1",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.218482710886747,FALSE
"drug-2826","8369-93-1",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.578165400074795,FALSE
"drug-2827","28937-41-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.255050291772932,FALSE
"drug-2828","13782-63-6",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.949854244245216,FALSE
"drug-2829","19-94-3",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.949468638747931,FALSE
"drug-2830","2735-47-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9577402099967,FALSE
"drug-2831","16-34-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.115193306934088,FALSE
"drug-2832","84-82-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.99134020274505,FALSE
"drug-2833","481-27-9",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0864035722333938,FALSE
"drug-2834","829-78-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.566747113596648,FALSE
"drug-2835","21576-74-2",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.829776026075706,FALSE
"drug-2836","6189-36-1",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.658877453068271,FALSE
"drug-2837","36487-71-4",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.229806406889111,FALSE
"drug-2838","1872-45-8",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.116854373831302,FALSE
"drug-2839","9127-58-1",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.218503582989797,FALSE
"drug-2840","143-82-4",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.936365713831037,FALSE
"drug-2841","51687-67-4",0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.772538714343682,FALSE
